"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","direction","significant_fdr","significant_fc","significant","fold_change","fold_change_direction","entrez_id","gene_name"
4.3950584319841,8.8078972820165,18.1685501744695,0.0000000109175480064301,0.000320757560428916,8.75527716396832,"ARC","Up",TRUE,TRUE,TRUE,21.0399363047888,21.0399363047888,"23237","activity regulated cytoskeleton associated protein"
3.63432441430244,6.0942729270501,15.1513579382081,0.0000000579784120457227,0.000833986294068523,7.78058412863808,"FOXJ1","Up",TRUE,TRUE,TRUE,12.4176856804463,12.4176856804463,"2302","forkhead box J1"
3.82760608000064,6.74639289298267,13.9563754669892,0.000000122566383902266,0.000833986294068523,7.29243475426766,"TPPP","Up",TRUE,TRUE,TRUE,14.1979042068339,14.1979042068339,"11076","tubulin polymerization promoting protein"
5.86053217511277,9.18487476166141,13.7534313109864,0.000000139994462705772,0.000833986294068523,7.20252333875534,"HSPA6","Up",TRUE,TRUE,TRUE,58.1026546439738,58.1026546439738,"3310","heat shock protein family A (Hsp70) member 6"
4.43658031328888,4.72623997301689,13.6756722836775,0.000000147380650151408,0.000833986294068523,7.16749587043139,"C5AR1","Up",TRUE,TRUE,TRUE,21.6542802174624,21.6542802174624,"728","complement C5a receptor 1"
3.40125137582794,14.5508068652667,13.4590642908771,0.000000170317146508207,0.000833986294068523,7.06819506756407,"HSPA1A","Up",TRUE,TRUE,TRUE,10.5652234570021,10.5652234570021,"3303","heat shock protein family A (Hsp70) member 1A"
2.92988393691875,7.73111003192882,11.9869173097413,0.000000483210182657415,0.00187774055325048,6.31992669787666,"MAK","Up",TRUE,TRUE,TRUE,7.62049090036135,7.62049090036135,"4117","male germ cell associated kinase"
2.86076274596163,5.89007131119401,11.8040484342192,0.000000554399854572608,0.00187774055325048,6.21720048066328,"C20orf195","Up",TRUE,TRUE,TRUE,7.26399266565358,7.26399266565358,NA,NA
2.46694068021568,9.76528865918394,11.6176184630228,0.000000639028109775171,0.00187774055325048,6.11004466824335,"CCL26","Up",TRUE,TRUE,TRUE,5.52870149593468,5.52870149593468,"10344","C-C motif chemokine ligand 26"
2.69926263091563,8.35493215060194,11.617426934225,0.000000639122039908263,0.00187774055325048,6.10993329763173,"KIAA1683","Up",TRUE,TRUE,TRUE,6.49469884738978,6.49469884738978,NA,NA
2.58816824265045,8.79226048285437,10.9540138444245,0.00000107751144774905,0.00272984601827943,5.7076751511062,"LBH","Up",TRUE,TRUE,TRUE,6.01334712938851,6.01334712938851,"81606","LBH regulator of Wnt signaling pathway"
2.71667202846861,7.42623691000661,10.8330448495979,0.00000118868909376978,0.00272984601827943,5.63063035507535,"LOC100652915","Up",TRUE,TRUE,TRUE,6.57354694734582,6.57354694734582,NA,NA
2.50332900380548,7.24596773936191,10.8134084422619,0.00000120789646826523,0.00272984601827943,5.61801212300845,"RAB7B","Up",TRUE,TRUE,TRUE,5.66992245342609,5.66992245342609,"338382","RAB7B, member RAS oncogene family"
2.69281184318287,6.29606198368904,10.7224304692883,0.00000130144554797163,0.00273117644281475,5.55913781962837,"WNT11","Up",TRUE,TRUE,TRUE,6.46572363340178,6.46572363340178,"7481","Wnt family member 11"
2.59966208156176,10.4627222837337,10.6261127670723,0.00000140923300124365,0.00276021770510256,5.49606107432353,"IGFBP3","Up",TRUE,TRUE,TRUE,6.06144634407365,6.06144634407365,"3486","insulin like growth factor binding protein 3"
2.54051137808475,6.06225386403587,10.4340029586831,0.00000165469724200458,0.00303843781063091,5.36791382031345,"SORBS1","Up",TRUE,TRUE,TRUE,5.81795193669342,5.81795193669342,"10580","sorbin and SH3 domain containing 1"
2.4280062021217,3.57339083037917,10.1838729091389,0.00000204728149466823,0.00353818413607957,5.19626978239983,"XLOC_007753","Up",TRUE,TRUE,TRUE,5.38149196898098,5.38149196898098,NA,NA
2.6868676436706,5.52749247676563,9.95799371019788,0.00000249081943333117,0.00404725365844567,5.0364495436662,"DHRS9","Up",TRUE,TRUE,TRUE,6.43913833175902,6.43913833175902,"10170","dehydrogenase/reductase 9"
3.48780123693168,5.27058718818145,9.90159046859875,0.0000026173526041684,0.00404725365844567,4.99580907245914,"ODF3L1","Up",TRUE,TRUE,TRUE,11.2184483099266,11.2184483099266,NA,NA
4.07405767739548,10.9011606829669,9.8250586338183,0.00000280044622927624,0.00410523244243041,4.94018877372989,"C13orf15","Up",TRUE,TRUE,TRUE,16.8427718177866,16.8427718177866,NA,NA
2.30034288290488,6.57160329860346,9.77249935291653,0.00000293430501330969,0.00410523244243041,4.90167005611221,"SLC6A13","Up",TRUE,TRUE,TRUE,4.92574820856769,4.92574820856769,"6540","solute carrier family 6 member 13"
