"gene","GSM1932083","GSM1932084","GSM1932085","GSM1932086","GSM1932087","GSM1932088","GSM1932089","GSM1932090"
"ACOT9",12.6304160924376,12.3476520044755,12.7178035697421,12.0272949601164,12.3305274992511,12.280838229333,11.7910267864105,12.0461065349468
"ACOX1",11.062271282471,11.1014318857684,11.3746057314703,11.2396597911759,11.1105124629236,10.9868117159832,11.5244842602513,11.7000714887018
"ACOX2",9.00417994947821,9.30974276511577,9.3775605942046,8.95592266878692,10.6535183832449,10.5404929574535,9.59692355271536,10.2812817450716
"ACOX3",10.8552918432438,10.7447948934559,11.3517959713369,10.5705261908072,9.31721763098256,9.21182985326524,9.10165973734153,9.03355977300626
"ACOXL",4.69430071461779,4.65114235561239,5.12963824716655,5.2419762495212,6.72019607984956,6.8429107043103,9.13039958880801,7.94807854103593
"ACP1",13.6980523637677,13.239278045759,13.5770463497356,13.0847337734004,13.0384248088685,12.8885316379168,13.0155679697823,12.9625068514628
"ACP2",9.29287094651981,8.99065052115554,9.48929541480659,8.72897955849704,8.74049377951994,8.41890664273607,8.83823067717848,8.89651913681404
"ACP5",7.36285189460727,7.60289018987678,7.54911295293645,7.74894070316658,6.7600689364284,6.82117164185948,7.19525091994653,7.07715944113721
"ACP6",7.39931363838058,7.41151081005849,7.96697937399913,7.09093575442798,8.63678475443058,8.64892332752373,9.02803417239558,8.71742617087714
"ACPL2",8.39631612339707,8.39840843050388,8.73338918385454,8.42689654612852,7.87258918702628,8.02429961391813,8.35327070224093,8.17504887541001
"ACPP",5.35929306067847,5.45327125965855,5.67484870218629,5.28086425002954,3.68556109695042,3.43737370584204,4.29189370326873,3.38628825413853
"ACPT",7.66337507135369,7.33304153172105,7.91529966935568,7.40835334174885,7.40724463844403,7.29068591840381,7.53954409109298,7.5925944156605
"ACR",8.29856108340256,8.00367126110599,8.07791258456927,8.27009802706312,7.90051411346281,8.00564969228641,7.95884139374909,7.91954495228373
"ACRBP",7.35657591121953,7.16286136430326,7.42961076747764,6.90392857745583,7.11030872989124,6.91548001664272,7.04759050622728,6.9711535597414
"ACRC",9.14935484362423,8.48504750228069,8.80860411244036,8.35446044304009,9.28161660710426,9.18931576847949,7.5805727336123,7.33442328203354
"ACRV1",4.32969187748894,4.95206462033775,5.4266270269751,4.87478511549196,4.15808241621139,4.37475009852561,4.38124107405886,4.83819791057527
